"","X","Rep_theta","Rep_NumStudies","Rep_tau.sq","Rep_Subj","Bias_FE","Bias_REML","Bias_DL","Bias_Moreno","MSE_FE","MSE_REML","MSE_DL","MSE.Moreno","Coverage_FE","Coverage_REML","Coverage_DL","Coverage_HC_DL","Coverage_HC_REML","Coverage_KH_DL","Coverage_KH_REML","Coverage_IVHet","Coverage_Moreno","Coverage_Mult","Outside_FE","Outside_REML","Outside_DL","Outside_HC_DL","Outside_HC_REML","Outside_KH_DL","Outside_KH_REML","Outside_IVHet","Outside_Moreno","Outside_Mult","DL_I2","EmpSE_Bias_FE","EmpSE_Bias_DL","EmpSE_Bias_REML","EmpSE_Bias_Moreno","Bias_type"
"1336",1816,-0.76,30,0.022,4.2,0.00078965594713365,0.000948343726301926,0.000942249030732034,0.000664407795993194,0.00307089390005068,0.00247741354793781,0.00247337475005857,0.00560687170916205,0.7567,0.931,0.9325,0.946,0.9441,0.9419,0.9404,0.9344,0.8444,0.8596,-0.0027,-0.0026,-0.0025,-0.0032,-0.0047,-0.0033,-0.002,-0.004,-0.0026,-0.0044,39.1596108912618,0.0554127909536775,0.0497265943961748,0.0497670761478051,0.07487984355312,"None"
"1337",1817,-0.76,50,0.022,4.2,0.000312120577666941,0.000638687400707938,0.000659631396917604,0.000357699419619495,0.00185343311363079,0.00143791481420157,0.00143836054067932,0.00336830209846955,0.7543,0.94,0.9394,0.9523,0.9518,0.9447,0.9446,0.9433,0.8427,0.8602,-0.0045,-0.0022,-0.0032,-0.0025,-0.001,-0.0037,-0.003,-0.0033,-0.0039,-0.0028,40.8227310356688,0.0430525382118225,0.0379218833132391,0.0379163639827386,0.0580388749089334,"None"
"1338",1818,-0.76,100,0.022,4.2,-0.000272698916073844,0.000164420945836463,0.000149536059225186,-0.000758885430873213,0.00095964438296622,0.000705698534098655,0.00070598227479396,0.00170081820789088,0.7469,0.9449,0.9466,0.9543,0.9537,0.9512,0.9502,0.9479,0.8384,0.8601,0.0011,-0.0033,-0.0028,-0.0017,-0.0015,-0.003,-0.0032,-1e-04,0.0026,3e-04,41.9851605395486,0.0309784761546768,0.0265712347626645,0.0265658064823681,0.0412360563345707,"None"
"1339",1819,-0.76,3,1.676,4.2,0.001707770122515,0.00519062016286986,0.00550459643108514,-0.0306148926581974,0.836711437842277,0.585780660568623,0.586485640095597,19.0045592110366,0.2025,0.8063,0.7983,0.9172,0.9186,0.9434,0.9439,0.8147,0.6137,0.6237,-0.0017,-0.0085,-0.0095,-8e-04,-0.0024,-0.0014,-0.0019,-0.0051,-0.0035,-0.0077,95.10456814432,0.914763467014039,0.765842014329861,0.76538375947029,4.35953237075186,"None"
"1340",1820,-0.76,5,1.676,4.2,-0.00463020193021557,0.00182457353578869,0.00199259729815782,-0.0157123820688856,0.585422238685207,0.356724128708524,0.357115433914508,1.60285689815311,0.1827,0.8789,0.8634,0.9615,0.9636,0.9457,0.9466,0.8849,0.7275,0.7041,0.0047,7e-04,0,-0.0055,-0.0034,-9e-04,-0.0012,-0.0027,-0.000899999999999999,-0.0011,96.5074820974486,0.765153151891749,0.597617919902285,0.597290946932452,1.26600564620876,"None"
"1341",1821,-0.76,10,1.676,4.2,-0.00663553649704984,-0.0039254325140925,-0.00402675125088037,-0.0121586891181634,0.342202846783074,0.176214076690476,0.176300763254595,0.719261133637271,0.162,0.9166,0.9044,0.9619,0.9644,0.948,0.9487,0.9269,0.747,0.7428,0.0168,6e-04,0.0024,0.0033,0.0024,0.001,5e-04,-7e-04,0.008,-0.001,97.33532744758,0.584972679483448,0.419883529978056,0.419781239813052,0.848047886877883,"None"
"1342",1822,-0.76,30,1.676,4.2,0.00401040697284116,0.00418459618623301,0.00415392428992678,0.00440750812542512,0.144041736157494,0.0583944169386601,0.0584110199971992,0.275868957155056,0.1472,0.9415,0.9307,0.9531,0.9514,0.9507,0.9508,0.9476,0.7297,0.7577,-0.0044,-0.0053,-0.0057,-0.0019,-0.0032,-0.0053,-0.0052,-0.0026,-0.0041,-7e-04,97.826515757132,0.379526095017307,0.241660101942128,0.241625214677308,0.525240058201061,"None"
"1343",1823,-0.76,50,1.676,4.2,-0.0123299650993118,-0.00399333186180229,-0.00400328861526977,-0.0163028778399327,0.0904030877174578,0.0346725013645971,0.0346875230517808,0.173070479017549,0.1407,0.9455,0.9402,0.9541,0.9537,0.95,0.9497,0.9531,0.7212,0.7547,0.0295,0.0037,0.005,0.0069,0.0087,0.0038,0.0039,0.0071,0.0182,0.0199,97.9501967677037,0.30043316342687,0.186212148444903,0.186172019023551,0.415718627667109,"None"
"1344",1824,-0.76,100,1.676,4.2,-0.00219555210601075,0.00103466568159205,0.00103378773781093,-0.00360742869673936,0.0478000262006599,0.0170219549172449,0.0170277637220776,0.0919634093754041,0.1368,0.9506,0.946,0.9514,0.9507,0.9535,0.9536,0.9529,0.7058,0.7562,0.0166,-8e-04,-0.0022,-0.0028,-0.0015,-0.0021,-0.0018,-0.0025,0.0096,0.0084,98.0447973384279,0.218632078502183,0.130492903426873,0.130470635174497,0.303248399489233,"None"
"1345",1825,-0.12,3,0,4.2,-0.000360037883008466,-0.00116870115334827,-0.00118964851718373,0.0102245349301886,0.0177552874714204,0.0204816389256269,0.0202685817313406,0.470623859258131,0.9416,0.959791958391678,0.9596,0.9484,0.947089417883577,0.9477,0.947689537907581,0.9605,0.7109,0.9519,-0.0024,-0.0022004400880176,-0.0016,-0.0034,-0.0029005801160232,-0.0063,-0.00630126025205041,-0.0023,-0.0073,-0.0031,0,0.133255144506683,0.142369917423186,0.143116462034037,0.685978406934993,"None"
"1346",1826,-0.12,5,0,4.2,0.000111813969954411,0.0001041980553593,0.000156401917339843,-0.00191984223502531,0.00892008314581229,0.0101537560362235,0.0100230197712691,0.0298408283127321,0.942,0.958475085051031,0.9595,0.9492,0.947468481088653,0.9488,0.948669201520912,0.9614,0.8529,0.9529,-8e-04,0.000300180108064839,-1e-04,-4e-04,0.000100060036021613,0.0026,0.0023013808284971,-0.0012,0.0011,-9e-04,0,0.0944508482742341,0.10011991664739,0.100770835387858,0.172742949295124,"None"
"1347",1827,-0.12,10,0,4.2,-0.000443735760826763,-0.000533974458937186,-0.000586520035113752,-0.000287289487075737,0.00390938753450525,0.00424185852617105,0.00423652477759989,0.00815874811987984,0.9438,0.958370859601721,0.9602,0.953,0.950665465826078,0.9523,0.951466026218353,0.9647,0.9214,0.9554,-4e-04,-0.00100070049034324,-4e-04,-6e-04,-0.000100070049034324,-0.0019,-0.00110077053937756,-3e-04,8e-04,-0.0012,0,0.0625266470493896,0.0650892036538437,0.0651306217871866,0.0903298485152263,"None"
"1348",1828,-0.12,30,0,4.2,0.000136441979913485,-4.73314631581345e-05,1.52538277559955e-05,0.00016023256186859,0.0011822732594904,0.00124440037911808,0.00125323188995129,0.00193783265512673,0.9459,0.955086525957787,0.9586,0.9539,0.948084425327598,0.9513,0.948584575372612,0.9623,0.9488,0.9549,-5e-04,-0.00230069020706212,-0.0036,-0.0031,-0.00210063018905672,-0.0035,-0.00280084025207562,-0.0029,8e-04,-0.0027,3.27490396058629,0.0343856493375442,0.0354027822772636,0.0352777922843877,0.0440227302734726,"None"
"1349",1829,-0.12,50,0,4.2,0.000346305045744247,0.000336500823283598,0.000359223445691267,0.000480551994236939,0.000689083828736408,0.000720121254366627,0.000729535725687039,0.00107091680137531,0.9449,0.9547,0.9596,0.9592,0.9525,0.9555,0.9535,0.9644,0.9492,0.9555,-0.0035,-0.0043,-0.003,-0.0014,-0.0019,-0.0025,-0.0037,-0.0022,-0.0028,-0.0031,3.89771674329204,0.0262494343716619,0.0270088806166846,0.0268343069514663,0.0327229728241672,"None"
"1350",1830,-0.12,100,0,4.2,-3.65770192019693e-05,7.22647872733739e-05,8.4354952834001e-05,-0.000136894441630037,0.000383706099098615,0.000351508847207426,0.000356380709789516,0.000579966527045368,0.9431,0.9519,0.9561,0.9566,0.9501,0.9545,0.9529,0.9608,0.9521,0.9521,-0.0033,-0.0027,-0.0031,-0.0028,-0.0011,-0.0031,-0.0035,-0.0032,-0.0017,-0.0031,4.33033487851896,0.0195893628159222,0.0188788038539242,0.0187493674262849,0.0240833093144604,"None"
"1351",1831,-0.12,3,0.005,4.2,-0.00109275907453185,-0.000328296690565402,-0.000369159716852557,0.00447806621925163,0.0202882508857606,0.0223072221311505,0.0221156107446676,0.251585315721847,0.9126,0.942765659395637,0.9431,0.9319,0.932059235541325,0.9443,0.94416649989994,0.9445,0.6918,0.9275,0.0026,0.000400240144086452,0.0017,7e-04,0.000700420252151291,0.0035,0.00360216129677807,9e-04,0.005,0.0013,0,0.142439761555307,0.148720160820228,0.149363136772299,0.501587900259717,"None"
"1352",1832,-0.12,5,0.005,4.2,-0.00144666931529314,-0.00104815543724046,-0.0011127878651188,-0.00108772050347905,0.0105406338485324,0.0118183092794468,0.0116486048235958,0.0353216687801691,0.9128,0.943960772540779,0.9454,0.9376,0.935054538176724,0.9436,0.94376063244271,0.9486,0.8487,0.9313,-0.0016,0.000800560392274593,8e-04,0,-0.000100070049034324,-4e-04,-0.000400280196137296,-2e-04,-3e-04,-1e-04,0,0.102662529463871,0.107928362258959,0.108712434048847,0.187946848992155,"None"
"1353",1833,-0.12,10,0.005,4.2,-0.00167812548724684,-0.00136750537850688,-0.00151148893076827,-0.0018086981684622,0.00494207166490219,0.00523812803213879,0.00520199340872653,0.0104878864359518,0.9003,0.937775110044018,0.9404,0.9354,0.933873549419768,0.9364,0.935574229691877,0.9448,0.8934,0.9242,0.0037,0.00100040016006403,0.003,0.0012,0.000100040016006403,0.0016,0.00120048019207683,0.0032,0.0076,0.0044,8.58758002252625,0.0702833517606034,0.072112612161965,0.0723656123370661,0.102399529360484,"None"
"1354",1834,-0.12,30,0.005,4.2,-0.000249596752017037,-0.000229829875387305,-0.000202355960823714,-0.000458450562705826,0.00155500350908789,0.00154333765872146,0.00155151071654513,0.00272153655076397,0.895,0.93999399939994,0.9422,0.9461,0.940694069406941,0.9446,0.944894489448945,0.9485,0.9112,0.9229,-2e-04,0.0018001800180018,0.0018,-1e-04,0.0005000500050005,0.0016,0.0019001900190019,9e-04,-0.0022,3e-04,14.9218479150116,0.0394347146588041,0.0393906706099726,0.0392866287215563,0.0521689422328927,"None"
"1355",1835,-0.12,50,0.005,4.2,-0.00015830220087644,-7.12995416678186e-05,-6.60844328717047e-05,-0.000337485744934918,0.000927556705039048,0.000906833231193492,0.000912559495203336,0.00156302096994398,0.8961,0.9415,0.9426,0.9464,0.9444,0.9437,0.943,0.9476,0.9103,0.9228,-0.0011,-0.0031,-0.0028,6e-04,2e-04,-0.0019,-6e-04,-4e-04,0.0013,-0.0028,15.6963309400648,0.0304569270920924,0.0302100379458606,0.0301150932167376,0.0395355963614299,"None"
"1356",1836,-0.12,100,0.005,4.2,-0.000182076354170557,0.000117940780075279,0.000121171456492625,-0.000729944500437868,0.000486598415264469,0.000464054308567293,0.000467236089867992,0.000781477344945153,0.8886,0.9424,0.9449,0.9515,0.9473,0.9476,0.9462,0.9496,0.9145,0.9184,0.0022,-0.0012,7e-04,0.0031,0.0025,0.0018,0.0016,0.0036,0.0027,0.0038,16.7778572527125,0.0220593273890707,0.0216163857793004,0.0215426740963236,0.0279467820729732,"None"
"1357",1837,-0.12,3,0.022,4.2,0.00296781573367232,0.00377346159216708,0.00379564205510474,0.00336019058739784,0.0274447245095021,0.02902402585412,0.0288456657690289,0.366827146814064,0.8362,0.908190819081908,0.909,0.8996,0.898689868986899,0.9383,0.938193819381938,0.9107,0.6632,0.8733,-0.0046,-0.0064006400640064,-0.0062,-0.0032,-0.0055005500550055,-0.0023,-0.0024002400240024,-0.0051,-0.0024,-0.0035,0.158286814671742,0.165646190554801,0.169806190360207,0.170331114012468,0.605683532207538,"None"
"1358",1838,-0.12,5,0.022,4.2,-0.00212166672047726,-0.00228240876287245,-0.00243770141293327,-0.00172941614444858,0.016895410927374,0.0167404038892409,0.0166229620426098,0.051632569936863,0.806,0.899249624812406,0.9013,0.9014,0.897448724362181,0.928,0.926463231615808,0.9036,0.8052,0.8585,8e-04,0.000300150075037519,3e-04,0.0024,0.00130065032516258,0.0016,0.000700350175087544,-2e-04,4e-04,-3e-04,23.4640243657892,0.129971530411752,0.128913465249304,0.129371051721954,0.227232793696058,"None"
"1359",1839,-0.12,10,0.022,4.2,0.000144771492575371,0.000541943202669523,0.000575799979966277,-0.00114380551719796,0.00854522523931171,0.00780407395864746,0.0077872590989882,0.017910869946784,0.7891,0.911782356471294,0.9126,0.9191,0.91628325665133,0.9306,0.927685537107422,0.9155,0.8461,0.8629,-0.0011,0.000600120024004801,4e-04,-7e-04,-0.000700140028005601,-0.0014,-0.0017003400680136,9.99999999999999e-05,-0.0029,-0.0021,32.920029642551,0.0924448964865843,0.0882479819826135,0.0883434257226978,0.133833302249485,"None"
"1360",1840,-0.12,30,0.022,4.2,-0.000690324156619015,-0.00064623487186373,-0.000664344612494594,-0.00126532800915853,0.00309330125557116,0.00252069899404762,0.00252788982912565,0.00549514970745354,0.7575,0.9297,0.9285,0.9431,0.9427,0.9369,0.9373,0.9343,0.8457,0.8568,5e-04,-0.0017,-0.0035,-0.0041,-0.0027,-0.0033,-0.0037,-0.0035,0.0063,-0.0012,39.724602125303,0.0556159511429239,0.0502762493180035,0.0502049143797775,0.0741221833346064,"None"
"1361",1841,-0.12,50,0.022,4.2,4.52940643237282e-05,-0.000328757559999601,-0.000330654489612295,0.000510101383771638,0.00194639197231541,0.00152393223391658,0.0015264633625303,0.00344724064802116,0.7436,0.930993099309931,0.9319,0.9476,0.944494449444945,0.9385,0.938893889388939,0.9389,0.8337,0.856,6e-04,0.0032003200320032,0.0035,2e-04,-0.0001000100010001,0.0029,0.0033003300330033,-5e-04,-0.0023,0.001,40.7752787463972,0.0441201153582022,0.0390705346880086,0.0390381424414782,0.0587139266027843,"None"
"1362",1842,-0.12,100,0.022,4.2,9.57190546760356e-06,-6.46854794548735e-05,-6.87461878140366e-05,0.000279613189872185,0.000974115459105424,0.000723886798618685,0.000723825781444287,0.00172137406853083,0.7432,0.9414,0.9411,0.9525,0.9526,0.9465,0.9466,0.9471,0.8376,0.857,0.0028,-0.0016,-0.0013,-0.0021,-0.0018,-7e-04,-0.001,-0.0017,-0.0038,4e-04,41.7873130046652,0.031212381978358,0.0269052679739567,0.0269064120593665,0.0414905776267101,"None"
"1363",1843,-0.12,3,1.676,4.2,0.0166676134879625,0.0148737154781255,0.0147003367619747,0.0743811694405797,0.83381924620134,0.595795275087391,0.596336612362332,9.31444761147539,0.2158,0.8039,0.7957,0.913,0.9141,0.9397,0.9388,0.8083,0.6151,0.6256,-0.0188,-0.0127,-0.0105,-0.0068,-0.0057,-0.0025,-0.0034,-0.0103,-0.0089,-0.009,94.8921402780527,0.913030557726241,0.772127017060318,0.771773030778072,3.05120403082321,"None"
"1364",1844,-0.12,5,1.676,4.2,0.00655505861289848,0.00473048564469317,0.0047694657252955,0.00603391559739973,0.585766834784134,0.356307042277028,0.356660244969998,1.62299855654402,0.1884,0.8746,0.8566,0.9582,0.9629,0.9462,0.9471,0.8757,0.722,0.6959,-0.0026,-8e-04,-6e-04,-6e-04,-0.0019,-0.001,-0.0013,-0.0035,-0.0048,-0.0051,96.4558785729654,0.765364255916841,0.597221202305428,0.596925704600057,1.27401901903098,"None"
"1365",1845,-0.12,10,1.676,4.2,-0.00239834680386342,0.00127803140000686,0.00126915701019931,-0.00690449617351604,0.35796709997144,0.180082380111075,0.18026559572375,0.738975468581691,0.1634,0.9154,0.9066,0.9602,0.962,0.9463,0.9474,0.9213,0.7424,0.7417,-0.0024,-8e-04,-0.0016,-8e-04,0,-3e-04,0,-0.0019,0.007,0.0039,97.3317654914779,0.598328628446618,0.424596294337987,0.424380438548336,0.859652078857458,"None"
"1366",1846,-0.12,30,1.676,4.2,0.0013461766811444,-0.00200729839307812,-0.00204474330688956,0.0043045677994952,0.145792270565998,0.0581879532942587,0.0582008890958539,0.279387009037824,0.144,0.9393,0.9328,0.9535,0.9502,0.9496,0.9499,0.9471,0.7299,0.7554,-8e-04,-7e-04,-4e-04,0.0011,-6e-04,-0.003,-0.0031,-3e-04,0.0033,6e-04,97.8407760211613,0.381844259978107,0.241252001802058,0.241225502428168,0.528579624442544,"None"
"1367",1847,-0.12,50,1.676,4.2,0.0027990922072274,0.00160268658224232,0.00161302725562547,0.00307254847065158,0.0931077896814333,0.0352245577167759,0.0352480248352567,0.177300295203786,0.1329,0.9451,0.9376,0.9514,0.9488,0.9494,0.9496,0.9511,0.7188,0.7561,-0.0089,-1e-04,2e-04,-0.002,-0.0014,-4e-04,2e-04,-0.0025,-0.0058,-0.0089,97.9513544386439,0.305138109207647,0.187747031596019,0.187684606890553,0.421080260174034,"None"
"1368",1848,-0.12,100,1.676,4.2,0.00156019931367146,-9.51490139193545e-05,-0.000119105042277357,0.00250035735956906,0.0474694933547498,0.0174058038762345,0.0174093060409142,0.091124437224119,0.1378,0.9484,0.9459,0.9548,0.9536,0.9505,0.9507,0.9557,0.7129,0.759,0.001,0.0038,0.0041,0.0022,0,0.0037,0.0037,0.0023,-0.0047,-0.0052,98.0534867418625,0.217880256823519,0.131950873275621,0.131937620019679,0.3018729834997,"None"
"1369",1849,0,3,0,4.2,-0.000249575338462302,-0.000594771462383357,-0.000583262810899747,-0.0115127662329021,0.0175273895519554,0.0201996380089465,0.019951336290923,1.09169610034383,0.9451,0.963096309630963,0.9634,0.9511,0.951795179517952,0.9513,0.951295129512951,0.9638,0.7049,0.954,3e-04,-0.0003000300030003,-0.0012,-3e-04,0.001000100010001,-0.0021,-0.0021002100210021,-8e-04,-0.0099,-8e-04,0,0.132397432649289,0.141255057943267,0.142131293487205,1.04483143321297,"None"
"1370",1850,0,5,0,4.2,-0.000906618617972068,-0.00107860000709532,-0.000978343828944124,-0.00116740997697763,0.00913168683518472,0.0103495586405976,0.0102414556359553,0.0316857905185227,0.9463,0.961777066239744,0.9634,0.9522,0.948268961376826,0.9511,0.951170702421453,0.9656,0.857,0.9561,-1e-04,-0.00180108064838903,-4e-04,0.0012,-0.000100060036021613,5e-04,0.000400240144086452,-2e-04,-0.0016,-5e-04,0,0.095560337251769,0.101200408257925,0.101732152375951,0.178010102050731,"None"
"1371",1851,0,10,0,4.2,-0.000331983443814965,-0.000256835876092989,-0.000157839483309142,-0.00207345431870026,0.00391408150635604,0.00434978113252713,0.00432383637432441,0.00810871635104458,0.9452,0.959267413931145,0.9623,0.9535,0.950260208166533,0.953,0.951861489191353,0.966,0.9168,0.9573,8e-04,-0.000900720576461169,-7e-04,1e-04,-0.000300240192153723,0.002,0.00110088070456365,-6e-04,0.0046,3e-04,0,0.0625648681739363,0.0657589833057846,0.0659556709556022,0.0900290378766703,"None"
"1372",1852,0,30,0,4.2,-0.000316316330738997,-0.000267205555487659,-0.000214136832876348,-0.000522301979393888,0.00116414950116263,0.00123500500992351,0.00124334273460042,0.0019522260512244,0.9428,0.95369073814763,0.959,0.9557,0.950490098019604,0.955,0.952890578115623,0.9638,0.9466,0.9538,0.0016,0.0019003800760152,0.0012,0.0021,0.0021004200840168,0.001,0.0011002200440088,0.0018,-0.002,4e-04,2.97786449946791,0.034119874878547,0.0352621783521585,0.0351433797682418,0.0441831242298844,"None"
"1373",1853,0,50,0,4.2,-7.87128036189711e-05,3.5289261030538e-05,4.11869661134132e-05,-0.000261884151629474,0.000681053791596572,0.000707070185622916,0.000715056090359653,0.00105007071816968,0.9451,0.955691138227646,0.9601,0.9572,0.950490098019604,0.9566,0.954690938187638,0.9648,0.9527,0.9545,-0.0037,-0.0027005401080216,-0.0025,0,-0.0021004200840168,-0.0012,-0.000500100020004001,-0.0026,0.0017,-0.0037,4.03047739431968,0.0260981935670242,0.0267418381302433,0.0265920978563827,0.0324053567419858,"None"
"1374",1854,0,100,0,4.2,-0.00015937621799684,-0.000127333260047516,-0.00013576512559793,-0.000216427823958525,0.000336477836218748,0.000343895808975544,0.000347559817679418,0.000526797677660907,0.9431,0.9532,0.9574,0.957,0.9493,0.9552,0.9532,0.9624,0.9492,0.9531,0.0015,4e-04,0.0016,0.0014,7e-04,0.0018,8e-04,0.0012,-2e-04,5e-04,4.61680145261301,0.0183435570173369,0.0186433940881054,0.0185449180805711,0.0229522007007961,"None"
"1375",1855,0,3,0.005,4.2,-0.00317769294171431,-0.00271522600702655,-0.00281667454025526,-0.00617075144150496,0.0198310431003573,0.021945430852904,0.0217162971899064,0.289647722460759,0.9122,0.943577430972389,0.9457,0.9354,0.933173269307723,0.9472,0.947178871548619,0.9474,0.6922,0.9305,0.007,0.00260104041616647,0.0033,0.0044,0.00280112044817927,0,0,0.004,-8e-04,0.0045,0,0.140793919118304,0.147344951009186,0.148122426741957,0.538180832200684,"None"
"1376",1856,0,5,0.005,4.2,0.000528944301749639,0.00137735756818286,0.00140567737397404,0.00176475239728482,0.0112000388417117,0.0121523702141242,0.0120207861246881,0.0392624125510468,0.9046,0.937062237342405,0.9396,0.9304,0.929357614568741,0.9405,0.94046427856714,0.9422,0.8324,0.9239,-0.0016,-0.000300180108064839,-2e-04,4e-04,0.00120072043225936,0.0027,0.00270162097258355,-0.0014,-0.0024,-0.0019,0,0.105834205942843,0.109635816214539,0.110234699612656,0.198149500434584,"None"
"1377",1857,0,10,0.005,4.2,-0.000132838011770409,-0.000125122528695957,-0.000276051450546177,-0.000250048215073299,0.004921856479176,0.00518383678272497,0.00515899260969176,0.0103582184360533,0.8983,0.936080824247274,0.9387,0.9336,0.929478843653096,0.9382,0.937381214364309,0.9416,0.8891,0.9219,-1e-04,-0.00130039011703511,7e-04,0.0012,-0.000500150045013504,0.0026,0.00220066019805942,-4e-04,-0.0029,-9e-04,9.27261280147921,0.0701593262962613,0.0718291886945917,0.0720023591045898,0.101780115106668,"None"
"1378",1858,0,30,0.005,4.2,4.29126801155362e-05,6.07414082502868e-06,-5.04527220931486e-05,0.000410657040399647,0.00160216465247253,0.00159263963885551,0.00159841351946663,0.00277308813848264,0.8946,0.9369,0.9402,0.9422,0.9387,0.9415,0.9421,0.9448,0.909,0.922,-0.0016,-0.0025,-0.002,-0.0034,-0.0051,-0.0021,-0.0019,-0.0028,-0.0022,-0.0024,14.4041790314324,0.0400290275085311,0.0399821313973201,0.0399098845130941,0.0526611509460219,"None"
"1379",1859,0,50,0.005,4.2,0.000333742922095116,0.000389862895442983,0.000344365240056291,0.000448728397712326,0.000957009250389207,0.000918464247292397,0.000924303048109111,0.00161716631456699,0.8938,0.94029402940294,0.9444,0.9479,0.942994299429943,0.9471,0.944894489448945,0.9493,0.9138,0.9218,-0.0034,-0.0021002100210021,-0.0022,-1e-04,-0.0034003400340034,-0.0021,-0.0029002900290029,-9e-04,-0.005,-0.0026,15.8838860831958,0.0309353125959267,0.0304019224454538,0.0303051827879407,0.0402135135254193,"None"
"1380",1860,0,100,0.005,4.2,-0.000147815016132103,-0.000175135169347371,-0.000167309212206863,-4.90527973937823e-05,0.000481665226997376,0.000454904447503684,0.000457884734275252,0.000788815904380674,0.8873,0.9424,0.9435,0.9529,0.9491,0.9463,0.9461,0.9519,0.9099,0.9162,7e-04,-8e-04,-0.0015,-0.0015,3e-04,-0.0017,1e-04,-0.0019,-0.0013,4e-04,16.8384300282206,0.0219474724483953,0.0213986572512384,0.0213288365154514,0.0280872281908074,"None"
"1381",1861,0,3,0.022,4.2,-0.00215873888597848,-0.00162582473936552,-0.00170610754751828,0.00236539464995484,0.0285449179493336,0.0301961024429875,0.029925057584503,0.397327696353661,0.8283,0.903880776155231,0.9059,0.8956,0.892978595719144,0.9391,0.93878775755151,0.9055,0.663,0.8673,0.0047,0.00630126025205041,0.0063,0.0092,0.00900180036007201,0.0039,0.00360072014402881,0.0059,0.01,0.0049,2.7910764968534,0.168947068950504,0.172988841534559,0.173771342254394,0.630366431090327,"None"
"1382",1862,0,5,0.022,4.2,-0.000776919697977243,-0.000966199361861418,-0.000882776768604021,0.000702645978033351,0.0164583918492104,0.0164232269699538,0.0162966306808156,0.0513459535465008,0.8096,0.904542725635381,0.9047,0.9031,0.902341404842906,0.9248,0.925355213127877,0.9057,0.8041,0.8644,0.0028,0.000800480288172904,0.0013,5e-04,-0.000800480288172904,-0.0018,-0.00180108064838903,0.0013,-0.0035,4e-04,22.9426216990895,0.128294326407726,0.127661588326739,0.128155908207369,0.226606696491123,"None"
"1383",1863,0,10,0.022,4.2,-0.000354385181514314,-0.00032572305713909,-0.000325083247185483,0.000744809781637335,0.00820334353666347,0.00760184390400801,0.00760726868663276,0.0173046617247904,0.7922,0.913765506202481,0.9138,0.9221,0.921668667466987,0.9277,0.927671068427371,0.9159,0.8441,0.8643,0.0066,0.00480192076830732,0.0036,0.0033,0.00590236094437775,0.0049,0.00490196078431373,0.0045,-0.0023,0.0055,33.2233618038517,0.0905761467034326,0.0872234131405963,0.0871923067853807,0.131551653607761,"None"
"1384",1864,0,30,0.022,4.2,-0.000469624015674379,-0.000240146290752728,-0.000249160454449397,-0.000284614468065742,0.00305250371289433,0.00245661183143057,0.00246217051615502,0.00550335212544266,0.7582,0.926492649264926,0.9265,0.9429,0.943094309430943,0.9355,0.936393639363936,0.9327,0.8454,0.8595,0.0028,-0.0017001700170017,-9e-04,-5e-04,-0.0013001300130013,-0.0039,-0.0032003200320032,5e-04,-0.003,0.0037,39.3358910066853,0.0552502346150741,0.0496221187646197,0.0495661161051241,0.0741877449596458,"None"
"1385",1865,0,50,0.022,4.2,0.000226744599904829,3.18019475258651e-05,4.15825024190683e-05,0.000470446939882179,0.00187985715945373,0.00146724657776717,0.00146740352908187,0.00333697872790673,0.7444,0.9383,0.9378,0.9541,0.9536,0.9426,0.9422,0.9447,0.8453,0.8563,0,1e-04,0.0012,7e-04,2e-04,4e-04,-2e-04,9e-04,0.000700000000000001,0.0025,40.6659228931375,0.0433588946551306,0.0383085963568602,0.0383065569535277,0.0577675611108445,"None"
"1386",1866,0,100,0.022,4.2,-6.84952987101533e-05,0.00019309728599054,0.00018853533042858,-0.000231572697646984,0.00098611832774426,0.000726232897560421,0.000726400937191899,0.00174723452551274,0.7389,0.9428,0.9436,0.9534,0.9521,0.9477,0.9479,0.9472,0.8314,0.8528,0.0035,-8e-04,0,-0.0012,-0.0011,-5e-04,-0.0011,-0.0028,-0.0014,-0.005,42.014641954557,0.0314040165801136,0.0269525144545852,0.0269493643305802,0.0418013831728324,"None"
"1387",1867,0,3,1.676,4.2,0.007690013920505,0.00596721977123201,0.00612354138480842,0.0491782712968499,0.828955850814741,0.587431349639584,0.588239323168809,8.30199777600151,0.209,0.81038103810381,0.8052,0.9172,0.92019201920192,0.9462,0.945894589458946,0.8145,0.6142,0.6315,-0.0012,-0.007000700070007,-0.0062,-0.001,-0.0016001600160016,8e-04,0.0009000900090009,-0.0039,-0.0012,-0.0025,95.0081509090737,0.910483175276671,0.766981519643638,0.766455799933853,2.88104309488165,"None"
"1388",1868,0,5,1.676,4.2,0.00680433700247452,0.00810740528253277,0.00831718819480933,0.0118131421557303,0.57014115242544,0.349526974150499,0.349410964613922,1.64584051609373,0.1902,0.8792,0.8658,0.9622,0.9647,0.9496,0.9504,0.8826,0.7293,0.7102,-0.0014,-0.0096,-0.0096,-0.0018,-0.0025,-0.0038,-0.0032,-0.0082,-0.0089,-0.0084,96.5319645254895,0.755084014272755,0.591080981479798,0.591182030976466,1.28291291688928,"None"
