"","X","Rep_theta","Rep_NumStudies","Rep_tau.sq","Rep_Subj","Bias_FE","Bias_REML","Bias_DL","Bias_Moreno","MSE_FE","MSE_REML","MSE_DL","MSE.Moreno","Coverage_FE","Coverage_REML","Coverage_DL","Coverage_HC_DL","Coverage_HC_REML","Coverage_KH_DL","Coverage_KH_REML","Coverage_IVHet","Coverage_Moreno","Coverage_Mult","Outside_FE","Outside_REML","Outside_DL","Outside_HC_DL","Outside_HC_REML","Outside_KH_DL","Outside_KH_REML","Outside_IVHet","Outside_Moreno","Outside_Mult","DL_I2","EmpSE_Bias_FE","EmpSE_Bias_DL","EmpSE_Bias_REML","EmpSE_Bias_Moreno","Bias_type"
"572",1052,0.12,5,1.676,60,-0.0442412285748286,-0.0443993543547272,-0.044400473261777,-0.034390582385643,0.369669553945539,0.359777597832911,0.359782139550423,27.1101411894461,0.2905,0.8781,0.8773,0.9436,0.9442,0.9471,0.9471,0.8776,0.8484,0.8386,0.0551,0.0187,0.0181,0.008,0.0088,0.0077,0.0079,0.0178,0.004,0.0222,95.545599727364,0.606423154689845,0.598202743371151,0.59819902990036,5.20688675162555,"Method"
"573",1053,0.12,10,1.676,60,-0.0574614409436061,-0.0581283025493917,-0.0581292579190305,-0.0199365225949442,0.182129994653084,0.176576271390043,0.176575256010895,7.59622922659905,0.2897,0.9184,0.9181,0.9512,0.9505,0.9508,0.9508,0.919,0.9018,0.8983,0.0953,0.0228,0.0237,0.0162,0.0161,0.0154,0.0154,0.0236,4e-04,0.0279,95.9892311581252,0.422901953251548,0.416189340014076,0.416190693435233,2.75619147027342,"Method"
"574",1054,0.12,30,1.676,60,-0.0533129176288608,-0.0534341877889814,-0.0534345616481868,-0.0492412530150564,0.0624871915006758,0.0601706056608264,0.0601705874087041,2.00688907294776,0.2811,0.9347,0.934,0.9445,0.945,0.9453,0.9453,0.9347,0.9331,0.9267,0.1569,0.0341,0.0346,0.0291,0.029,0.0291,0.0291,0.0331,0.0031,0.0371,96.2194016370235,0.244235315635382,0.239418184641192,0.239418306210476,1.41586187124066,"Method"
"575",1055,0.12,50,1.676,60,-0.0551981443721705,-0.0547432009183488,-0.054743341559967,-0.0681782627306155,0.0391512930854078,0.0379778453790154,0.0379773676669503,1.18819907612293,0.2818,0.9337,0.9337,0.9405,0.9405,0.9409,0.9409,0.9332,0.9317,0.9254,0.2106,0.0379,0.0377,0.0331,0.0325,0.0347,0.0347,0.036,0.0079,0.0408,96.2563466976146,0.19002123236668,0.187040189865872,0.187041508186838,1.08796560953493,"Method"
"576",1056,0.12,100,1.676,60,-0.0507071338061978,-0.0506598364415457,-0.0506599517235083,-0.0515599609825684,0.0204836913074391,0.0197762521593349,0.0197762377003402,0.571174917078181,0.2698,0.9293,0.9292,0.9343,0.9335,0.9329,0.9329,0.9312,0.9369,0.9246,0.2766,0.0505,0.0508,0.0465,0.0469,0.0493,0.0493,0.0482,0.0085,0.0524,96.2842369062605,0.13384419791508,0.131192713763099,0.13119281339494,0.754038026120792,"Method"
"577",1057,0.76,3,0,60,-0.0523211350945183,-0.0522807739300174,-0.0522699597127178,-0.0588601191929172,0.0263486747058074,0.0260617908510328,0.0260623650570255,10.6711601837456,0.9245,0.9474,0.947,0.9365,0.9365,0.947,0.947,0.9465,0.7027,0.9361,0.0463,0.0336,0.0342,0.0381,0.0379,0.0242,0.0242,0.0345,0.0153,0.0405,0,0.153666960930829,0.152749957851447,0.152744376697712,3.2663071726904,"Method"
"578",1058,0.76,5,0,60,-0.0539546536721411,-0.0539640930774586,-0.0539579618836448,-0.0539865623116303,0.0176586609882665,0.017476186095237,0.0174780791720939,1.08516664610388,0.904,0.9303,0.9298,0.9197,0.9199,0.9279,0.9279,0.9292,0.8414,0.9197,0.071,0.0539,0.0538,0.0603,0.0607,0.0487,0.0487,0.0544,0.0202,0.0611,0,0.121445589621483,0.120698278069283,0.120687693264454,1.0403654806014,"Method"
"579",1059,0.76,10,0,60,-0.0514246550905271,-0.0514360302903413,-0.0514370353150353,-0.049311456822775,0.00971053813621851,0.00962885772082139,0.00963111470052515,0.301440657846347,0.8906,0.9178,0.9168,0.905,0.9061,0.9145,0.9144,0.9151,0.9023,0.9087,0.0968,0.0734,0.0744,0.0842,0.0831,0.0721,0.0722,0.0763,0.0195,0.0815,0,0.0840639617196622,0.0835825621944869,0.0835696769042592,0.546844531806399,"Method"
"580",1060,0.76,30,0,60,-0.0527465258344116,-0.052748837396159,-0.0527525544080795,-0.0500210149728955,0.00517356066992796,0.00515159269487383,0.00515333734018003,0.0838045795714381,0.778,0.8186,0.8161,0.8069,0.8118,0.8126,0.8126,0.8147,0.923,0.8081,0.2182,0.179,0.1815,0.1901,0.1856,0.184,0.184,0.1829,0.0272,0.1895,5.50364948403707,0.0489040268557915,0.0486902702584862,0.0486763781233375,0.285150151136886,"Method"
"581",1061,0.76,50,0,60,-0.0532019579842233,-0.0532197174097643,-0.0532224909729732,-0.0518008290222581,0.00431766127524482,0.00430213657059225,0.00430397237587862,0.0509281223835206,0.673,0.7133,0.7104,0.7009,0.7063,0.707,0.7069,0.7101,0.9193,0.705,0.3258,0.2861,0.2888,0.2981,0.2927,0.2924,0.2925,0.2891,0.0391,0.2942,6.41601515763028,0.0385663282937015,0.0383599528037813,0.0383398649442258,0.219657964704841,"Method"
"582",1062,0.76,100,0,60,-0.0530124700473356,-0.0530084296767451,-0.0530082422587459,-0.0516261386892206,0.00354055537613715,0.00353409104728719,0.00353481276329106,0.0262120433290266,0.4504,0.4985,0.4932,0.4876,0.4955,0.4912,0.4915,0.4924,0.914,0.4879,0.5492,0.5015,0.5068,0.5124,0.5045,0.5088,0.5085,0.5076,0.0578,0.5121,7.44875709154529,0.0270241822496098,0.026926037901646,0.0269122622140634,0.153457290628607,"Method"
"583",1063,0.76,3,0.005,60,-0.0545383732325228,-0.0546046081086192,-0.0546031001253413,0.00338948879168988,0.0284456826480122,0.0281062233845962,0.028103692702832,12.1635577484509,0.91,0.9381,0.9383,0.929,0.9285,0.9471,0.9471,0.9381,0.6937,0.925,0.0572,0.0389,0.0385,0.0428,0.0433,0.0231,0.0231,0.0391,0.0165,0.048,0,0.159605124832348,0.158507749432629,0.158515213355649,3.48780199209908,"Method"
"584",1064,0.76,5,0.005,60,-0.0520306278922902,-0.0520520189736456,-0.0520614305346335,-0.0402859763048485,0.0181976916952908,0.0179897615155307,0.0179929264578729,1.11250250255204,0.8996,0.9284,0.9279,0.9192,0.9196,0.9347,0.9347,0.9276,0.8447,0.9182,0.0738,0.053,0.0535,0.0582,0.058,0.0411,0.0411,0.0538,0.0121,0.0596,0,0.12446708264393,0.123628727708377,0.123619889273532,1.05403540819528,"Method"
"585",1065,0.76,10,0.005,60,-0.0529314479060706,-0.0528976655930649,-0.052886029389696,-0.0508203743751133,0.0105554709096134,0.0104575894151175,0.0104595399403168,0.326034170215708,0.8744,0.9097,0.9084,0.9006,0.9008,0.9134,0.9133,0.9081,0.9066,0.8997,0.108,0.0787,0.0798,0.086,0.0858,0.0728,0.0729,0.0805,0.0118,0.0873,7.39163201571303,0.0880596853446491,0.0875407000950204,0.0875225251530294,0.568756369762041,"Method"
"586",1066,0.76,30,0.005,60,-0.0526311124960581,-0.0525460511304315,-0.0525459801126831,-0.0604007263451671,0.00530844814251999,0.00527129524856107,0.00527275549143742,0.0907245059991882,0.7737,0.8221,0.8192,0.8156,0.8191,0.8223,0.8219,0.8178,0.9214,0.8117,0.2223,0.1755,0.1784,0.1814,0.1779,0.1743,0.1747,0.1798,0.0356,0.1857,11.4955889234489,0.0503851963055414,0.0501191246741275,0.0501044788920077,0.295101621061016,"Method"
"587",1067,0.76,50,0.005,60,-0.0524847398505223,-0.0524905571128904,-0.0524882420479668,-0.049315335368841,0.00432006154574379,0.0043018922981931,0.00430262959613327,0.0529984878979007,0.6712,0.7359,0.7316,0.7293,0.7347,0.7346,0.7346,0.7316,0.9241,0.725,0.3266,0.2631,0.2674,0.2695,0.2641,0.2644,0.2644,0.2674,0.0327,0.274,13.2704043261272,0.0395672868110179,0.0393416931477192,0.0393292307452179,0.224881174733757,"Method"
"588",1068,0.76,100,0.005,60,-0.0530717400235939,-0.0530667945857983,-0.0530671243681495,-0.0542236627448953,0.00358645177224823,0.00357739902642645,0.0035781884342543,0.0276633081357448,0.4495,0.5181,0.5122,0.5114,0.52,0.5149,0.5148,0.5127,0.9177,0.5067,0.5503,0.4819,0.4878,0.4884,0.4798,0.4851,0.4852,0.4871,0.0523,0.4931,13.3502743861948,0.0277474174480039,0.0276069730330156,0.0275933049463619,0.157243680610007,"Method"
"589",1069,0.76,3,0.022,60,-0.0506079481203491,-0.0506804581646264,-0.0506898145654627,-0.033172509176506,0.0341514783532157,0.0336688897856137,0.0336728382383888,12.4764897755535,0.878,0.9227,0.9223,0.916,0.9161,0.9482,0.9482,0.9217,0.6926,0.907,0.0638,0.0395,0.0395,0.044,0.0443,0.0194,0.0194,0.0401,0.0146,0.0488,0,0.177745529585395,0.176370325131147,0.176361819266435,3.53222833688464,"Method"
"590",1070,0.76,5,0.022,60,-0.0520940205522847,-0.0519703032566222,-0.0519588877013362,-0.058107366795016,0.0215375776096426,0.0212274350552032,0.0212259358425183,1.42321456103367,0.8682,0.9184,0.9178,0.9118,0.9133,0.9354,0.9354,0.9171,0.8467,0.9023,0.087,0.0552,0.0554,0.0574,0.0563,0.0388,0.0388,0.0557,0.0161,0.0661,15.7657622944809,0.137206680594134,0.136117826303618,0.136118975430192,1.19162917594657,"Method"
"591",1071,0.76,10,0.022,60,-0.052208626192936,-0.0522168865904403,-0.0522134364889676,-0.0480656272242962,0.0122238607413633,0.0120411960883447,0.0120434156996883,0.416413269473517,0.8449,0.9018,0.9012,0.9014,0.9022,0.9181,0.9179,0.9005,0.8952,0.8892,0.1237,0.0818,0.0822,0.0806,0.0804,0.0681,0.0683,0.0833,0.015,0.0916,23.5600114328582,0.0974631725289585,0.0965303297422984,0.09651696428911,0.643540503302621,"Method"
"592",1072,0.76,30,0.022,60,-0.0533014210756637,-0.053338050447362,-0.0533393560019318,-0.0497484360499748,0.006014883984193,0.00595954022063135,0.0059603030163402,0.108187572871473,0.7417,0.8326,0.8299,0.8347,0.8376,0.8433,0.8433,0.8278,0.9241,0.8182,0.2463,0.1624,0.1653,0.1603,0.1576,0.1529,0.1529,0.1672,0.0223,0.1764,28.0695598751926,0.0563396832747483,0.0558169120464973,0.0558113257817315,0.325151100729931,"Method"
"593",1073,0.76,50,0.022,60,-0.0530777147835395,-0.0530300550873231,-0.05302845042112,-0.0550030946834087,0.00472392937102422,0.00468505595705341,0.00468527436885041,0.0645605721069228,0.6531,0.7575,0.7554,0.7593,0.7624,0.7663,0.7664,0.7541,0.9257,0.7471,0.3425,0.2407,0.243,0.2391,0.2358,0.2321,0.2322,0.2441,0.0325,0.2511,28.6408876852955,0.0436677942196151,0.0432833127117272,0.0432788229985625,0.248075363187788,"Method"
"594",1074,0.76,100,0.022,60,-0.052710893626888,-0.0527185379634958,-0.052719050712163,-0.0532876680946947,0.00374407501511652,0.00372760976065018,0.00372795454430704,0.0325148358541415,0.4611,0.5906,0.5869,0.5957,0.5982,0.5947,0.5946,0.5877,0.9269,0.5794,0.5375,0.409,0.4127,0.4039,0.4014,0.4049,0.405,0.4119,0.0485,0.4202,29.6188327560784,0.0310762494760802,0.0308018037041106,0.0307970836554016,0.172273701144376,"Method"
"595",1075,0.76,3,1.676,60,-0.0607989775173889,-0.059945229341268,-0.0599468803043102,0.201054471127496,0.604254831040709,0.588658603582408,0.588666694463666,1075.6021081526,0.2943,0.818,0.8162,0.9064,0.9076,0.9509,0.9508,0.8182,0.6992,0.7513,0.0623,0.0226,0.0222,0.0136,0.0138,0.0111,0.0112,0.021,0.0016,0.0249,94.6120246642071,0.774995727221299,0.764938938192692,0.764933778460707,32.7973970335675,"Method"
"596",1076,0.76,5,1.676,60,-0.0611545068237855,-0.0609302529510508,-0.0609313298601291,-0.093227564158068,0.367671714613705,0.35607248831484,0.356078196616568,25.7159307188812,0.2834,0.8748,0.8753,0.9457,0.9468,0.9508,0.9508,0.8737,0.8469,0.8331,0.0818,0.0206,0.0215,0.0085,0.0088,0.009,0.009,0.0205,0.0039,0.0313,95.4932162416551,0.603297801862909,0.593633565205858,0.593628867318101,5.0704842294592,"Method"
"597",1077,0.76,10,1.676,60,-0.0505627621815933,-0.0503358101449508,-0.0503341907176209,-0.0603951778785224,0.185931034343458,0.180211540420011,0.180213481972805,7.60037826004388,0.2847,0.9137,0.9132,0.9454,0.9464,0.9452,0.9454,0.9134,0.901,0.8942,0.0889,0.0189,0.0198,0.0136,0.0132,0.0136,0.0138,0.02,0.0022,0.0238,95.9476207203236,0.428243833233003,0.421542074993358,0.421539578448669,2.75635455476542,"Method"
"598",1078,0.76,30,1.676,60,-0.0529138821803906,-0.0530159690408316,-0.0530173125445359,-0.0474526450135462,0.0637773478475774,0.0615872894110727,0.0615877963982774,2.05026439609336,0.2791,0.9348,0.9344,0.9454,0.9453,0.946,0.946,0.9349,0.9269,0.9251,0.1605,0.0258,0.0266,0.023,0.0225,0.0232,0.0232,0.0277,0.0035,0.0305,96.1987430261386,0.246948511388315,0.242451725613075,0.242450973776561,1.43115948248999,"Method"
"599",1079,0.76,50,1.676,60,-0.0534669117389484,-0.053969390063914,-0.053969177312988,-0.0387233967821776,0.0389371197594537,0.0377247427111004,0.03772480798677,1.16412969415404,0.2795,0.9341,0.9343,0.9404,0.9408,0.9404,0.9404,0.9344,0.9337,0.9273,0.2069,0.0411,0.0403,0.0354,0.0352,0.037,0.037,0.039,0.0063,0.0433,96.2588165091704,0.189952671237559,0.186589435522685,0.186589199044718,1.07830722307811,"Method"
"600",1080,0.76,100,1.676,60,-0.0548426494701933,-0.0543921651893506,-0.0543920753426158,-0.06866093688164,0.0210523055345926,0.0203600205257321,0.0203600105878249,0.578076449546115,0.2671,0.9264,0.9268,0.9316,0.9314,0.9313,0.9313,0.9284,0.9324,0.9216,0.2945,0.0538,0.0532,0.0512,0.0516,0.0513,0.0513,0.054,0.0156,0.0584,96.2820077289901,0.134336867512531,0.131921389672234,0.131921390293872,0.757244654810699,"Method"
"601",1081,-0.76,3,0,20,-0.0566017335477885,-0.0570917254051231,-0.0570760760345379,-0.0514212222829989,0.0319807803731898,0.0324348831800888,0.032402220847642,1.7528998574623,0.9158,0.9411,0.9405,0.9313,0.9317,0.9459,0.9459,0.9413,0.6926,0.9292,0.0572,0.0407,0.0407,0.0457,0.0449,0.0277,0.0277,0.0407,0.0398,0.0476,0,0.169646403212055,0.17072626376119,0.170816673378055,1.32303845690028,"Method"
"602",1082,-0.76,5,0,20,-0.0538335987940203,-0.0541307838281908,-0.0541038499833693,-0.0485577565325435,0.0200470927647866,0.0203132099678021,0.0202877179242762,0.156638190397807,0.905,0.9339,0.9346,0.9254,0.9252,0.936,0.936,0.9351,0.8562,0.9236,0.0686,0.0475,0.0466,0.053,0.0532,0.04,0.04,0.0471,0.037,0.0552,0,0.130960877672758,0.131765805746444,0.131851456915033,0.392804995200874,"Method"
"603",1083,-0.76,10,0,20,-0.0530753140197762,-0.0538229003283665,-0.0538315347987729,-0.0406068892748729,0.0113161704822376,0.0115023047009947,0.0114999847609772,0.0483403205619107,0.883,0.9119,0.9117,0.9053,0.9055,0.9097,0.9094,0.9143,0.9097,0.9045,0.0992,0.0773,0.0771,0.0801,0.0797,0.0759,0.0762,0.0745,0.0355,0.0821,0.434981284747752,0.0921956155524356,0.0927524173446604,0.0927699343931546,0.216092736371217,"Method"
"604",1084,-0.76,30,0,20,-0.0530089711988845,-0.0534450246570325,-0.0534413159529812,-0.0399792790162434,0.00556807888157321,0.0056063810697333,0.00560622607403729,0.0144000572829616,0.7874,0.8298,0.8281,0.8229,0.8252,0.828,0.8274,0.8305,0.9284,0.8192,0.2068,0.167,0.1685,0.1727,0.171,0.1682,0.1688,0.1657,0.0486,0.1762,6.26804375706044,0.0525205073697741,0.0524454657328784,0.0524431638794444,0.113150319627415,"Method"
"605",1085,-0.76,50,0,20,-0.0532947723211625,-0.0536826838294197,-0.0536794655162207,-0.0406970844312707,0.00446227313031144,0.00449729556342788,0.00449812703956828,0.00871827259960324,0.6934,0.7428,0.7422,0.7409,0.7421,0.7422,0.7417,0.7459,0.9223,0.7351,0.3056,0.257,0.2576,0.2585,0.2577,0.2576,0.2581,0.2535,0.0645,0.2643,7.38639359213258,0.040275334682722,0.0402094976570379,0.0401948576680742,0.084040027314467,"Method"
"606",1086,-0.76,100,0,20,-0.0536691679037916,-0.0539746359713027,-0.0539634936054805,-0.043173367382466,0.00367443640067826,0.00370326080345423,0.00370234152382237,0.00529888642497881,0.4778,0.5266,0.5243,0.5243,0.5296,0.5239,0.5234,0.5296,0.8881,0.5185,0.5218,0.473,0.4753,0.4753,0.47,0.4757,0.4762,0.47,0.1035,0.4811,8.27173572970557,0.0281804228289066,0.0281133761385114,0.0281083347615594,0.0586113496079703,"Method"
"607",1087,-0.76,3,0.005,20,-0.053305723918362,-0.054121102304863,-0.0541242817512463,-0.00613237106094311,0.0335402797974309,0.0338104566448168,0.0337667854248451,6.1695581476544,0.9089,0.9378,0.9376,0.9284,0.9265,0.9433,0.9433,0.9383,0.699,0.9251,0.0509,0.0348,0.035,0.0396,0.0405,0.0277,0.0277,0.0341,0.0256,0.0421,0,0.175219433225736,0.175614440160586,0.175739726229617,2.48397615838702,"Method"
"608",1088,-0.76,5,0.005,20,-0.0515655086019245,-0.0523334404177555,-0.052327034181219,-0.0353954215724014,0.0205777193666174,0.0208552281944513,0.0208490369221221,0.166785151960862,0.9028,0.937293729372937,0.9362,0.9265,0.926292629262926,0.9351,0.934893489348935,0.9373,0.8488,0.9248,0.063,0.0407040704070407,0.0418,0.0469,0.0465046504650465,0.0379,0.0381038103810381,0.0411,0.0308,0.0498,0,0.133867508157193,0.134583541671664,0.134604053485824,0.406876972781297,"Method"
"609",1089,-0.76,10,0.005,20,-0.0534972316825846,-0.0540683708189867,-0.0540702453581603,-0.0424404959632728,0.0118007621614869,0.0118526555974999,0.0118521690289338,0.0530382857955125,0.8751,0.9116,0.911,0.9045,0.9057,0.912,0.9112,0.9122,0.9064,0.9013,0.1075,0.079,0.0786,0.0827,0.0819,0.0732,0.0742,0.0772,0.0308,0.0863,6.64146334091059,0.0945499991222643,0.0944958757983461,0.0944995232287943,0.226367432108366,"Method"
"610",1090,-0.76,30,0.005,20,-0.0538396380673339,-0.0543034951819471,-0.0542951702722423,-0.0412760047905638,0.00580835504975266,0.00584348082718521,0.00584634046491495,0.0153425294230618,0.7778,0.8305,0.8301,0.8282,0.8296,0.8316,0.8312,0.8329,0.922,0.8184,0.2156,0.1665,0.1665,0.1678,0.1672,0.1638,0.1642,0.1635,0.0514,0.1774,12.0102573262097,0.0539438542975267,0.0538392497765786,0.0538042816909796,0.116791202023432,"Method"
"611",1091,-0.76,50,0.005,20,-0.0526501551769133,-0.0531259944696096,-0.0531118154619556,-0.0414046450814245,0.00454848370979228,0.00459299709994747,0.00459128254298489,0.0095759477378194,0.688,0.7448,0.7441,0.748,0.7496,0.7484,0.7474,0.7509,0.9153,0.7379,0.31,0.254,0.2547,0.2508,0.2492,0.25,0.251,0.2479,0.0669,0.2607,13.3453461487403,0.0421500003783205,0.0420784346285141,0.0420809088762549,0.0886701152724801,"Method"
"612",1092,-0.76,100,0.005,20,-0.0535261690378607,-0.0539408865352412,-0.0539228646578594,-0.0434233497723429,0.00375592234085724,0.0037957619031997,0.003794552351225,0.0056531448257507,0.4837,0.5522,0.5463,0.5537,0.563,0.5505,0.551,0.5529,0.8904,0.5388,0.5161,0.4478,0.4537,0.4463,0.437,0.4493,0.4488,0.4471,0.1024,0.4612,13.663202724711,0.0298489642207919,0.029781969627388,0.029769636983352,0.061383501966985,"Method"
"613",1093,-0.76,3,0.022,20,-0.0550460778892287,-0.0557535373580662,-0.0557136213512429,-0.032915531321841,0.0408359846847213,0.0409139285228063,0.0408484415901719,3.42610297321595,0.8729,0.918491849184918,0.9188,0.9122,0.910991099109911,0.9412,0.941194119411941,0.9184,0.6941,0.8992,0.0689,0.0465046504650465,0.0462,0.0466,0.047004700470047,0.0252,0.0252025202520252,0.0458,0.0409,0.056,0,0.19444715210882,0.194288982721571,0.194446015382906,1.85077337273408,"Method"
"614",1094,-0.76,5,0.022,20,-0.0556044044374194,-0.0563273459823177,-0.0563667829366804,-0.0404350921640557,0.0252494942495751,0.0251448790698863,0.0251388992707604,0.210175946377267,0.8686,0.9182,0.9183,0.9123,0.9109,0.9356,0.9355,0.9187,0.8508,0.903,0.0848,0.058,0.0581,0.0577,0.0577,0.043,0.0429,0.0571,0.0296,0.0666,13.2292371177126,0.148861883780836,0.148202164087687,0.14823733198872,0.4566856751416,"Method"
"615",1095,-0.76,10,0.022,20,-0.0537646719078361,-0.054632019485358,-0.0546576650651198,-0.0440289539590237,0.0136855700613013,0.0137273635646191,0.0137280497511436,0.0630908679759,0.8442,0.9037,0.903,0.9066,0.9068,0.9217,0.921,0.9071,0.908,0.891,0.1218,0.0799,0.0814,0.0762,0.0752,0.0615,0.0622,0.0779,0.035,0.089,22.0044402302191,0.103903848422066,0.103641997120518,0.103652208802367,0.247302315057254,"Method"
"616",1096,-0.76,30,0.022,20,-0.0529329025333336,-0.0537609685567949,-0.0537635453181127,-0.042017443631764,0.00649399737426945,0.00650583530611673,0.00650666429868224,0.0192108697490979,0.7545,0.8419,0.8406,0.8522,0.852,0.8541,0.8532,0.8447,0.9163,0.827,0.2311,0.1521,0.1532,0.141,0.1412,0.1405,0.1412,0.1489,0.0523,0.1656,27.2836996714887,0.0607657341855684,0.0601374022071448,0.0601328126854896,0.132087656102449,"Method"
"617",1097,-0.76,50,0.022,20,-0.0525728972650243,-0.0534841631961263,-0.0534702266796133,-0.0400899585690863,0.00495919587128071,0.00501565739725473,0.00501422868075666,0.0114216671451757,0.6729,0.7752,0.7732,0.7878,0.7896,0.7827,0.783,0.7794,0.9165,0.7589,0.3189,0.2218,0.2238,0.2084,0.2068,0.2147,0.2144,0.2168,0.0603,0.2369,27.8393293077947,0.0468562257873103,0.0464260603270963,0.0464253940875733,0.0990729221911607,"Method"
"618",1098,-0.76,100,0.022,20,-0.0528214840456366,-0.0536193177874552,-0.0536039074571922,-0.0414843290907565,0.00385721565198693,0.00392471438179006,0.00392349416478454,0.00632339261444079,0.4891,0.6173,0.6144,0.6395,0.6413,0.6219,0.6216,0.6292,0.9015,0.6045,0.5093,0.3819,0.3848,0.3597,0.3579,0.3775,0.3778,0.37,0.0863,0.3947,28.5345066732069,0.0326682291611152,0.0324071024952019,0.032400433957125,0.0678447001958522,"Method"
"619",1099,-0.76,3,1.676,20,-0.0596829737906681,-0.0595298632396162,-0.0595995005768049,-0.204950224415151,0.657038687050957,0.584433156471719,0.584446053105325,53.9096269096642,0.2891,0.8086,0.8092,0.9023,0.9029,0.9461,0.946,0.8142,0.6858,0.7211,0.0549,0.0216,0.0234,0.0115,0.0115,0.0073,0.0072,0.0164,0.009,0.0261,93.3172495151767,0.808419435620426,0.762202104327392,0.76219908593428,7.33982354121255,"Method"
"620",1100,-0.76,5,1.676,20,-0.0481584457673383,-0.0547843844541073,-0.0547100178218614,-0.0286201824285836,0.405371188014094,0.347763631763331,0.34787237868823,3.88292609878031,0.2943,0.8773,0.8724,0.9477,0.9496,0.949,0.9495,0.8756,0.8331,0.8101,0.0619,0.0203,0.0212,0.0079,0.0066,0.007,0.0067,0.0176,-0.0031,0.0241,94.5739335526099,0.634895472768158,0.587293524574009,0.587193990655203,1.97040483999137,"Method"
"621",1101,-0.76,10,1.676,20,-0.051104995782054,-0.0547994298803671,-0.0547552738674848,-0.0336336527666868,0.208820746027642,0.176676019416133,0.176697511298793,1.18747066699141,0.2839,0.9182,0.9148,0.9507,0.9553,0.9525,0.9525,0.917,0.8979,0.8794,0.0865,0.0204,0.0216,0.0131,0.0129,0.0145,0.0143,0.02,0.0033,0.0222,95.362378058819,0.454125146186157,0.416793405606165,0.416761815599766,1.08924656997486,"Method"
